gene_id,gene_name
ENSG00000140350,ANP32A
ENSG00000140391,TSPAN3
ENSG00000140395,WDR61
ENSG00000140479,PCSK6
ENSG00000140497,SCAMP2
ENSG00000140525,FANCI
ENSG00000140854,KATNB1
ENSG00000140945,CDH13
ENSG00000140988,RPS2
ENSG00000140990,NDUFB10
ENSG00000141401,IMPA2
ENSG00000141424,SLC39A6
ENSG00000141429,GALNT1
ENSG00000141441,GAREM1
ENSG00000141527,CARD14
ENSG00000141552,ANAPC11
ENSG00000141556,TBCD
ENSG00000141579,ZNF750
ENSG00000141582,CBX4
ENSG00000141696,P3H4
ENSG00000141741,MIEN1
ENSG00000141971,MVB12A
ENSG00000142089,IFITM3
ENSG00000142188,TMEM50B
ENSG00000142192,APP
ENSG00000142507,PSMB6
ENSG00000142534,RPS11
ENSG00000142541,RPL13A
ENSG00000142657,PGD
ENSG00000142669,SH3BGRL3
ENSG00000142676,RPL11
ENSG00000142677,IL22RA1
ENSG00000142864,SERBP1
ENSG00000142892,PIGK
ENSG00000142937,RPS8
ENSG00000142945,KIF2C
ENSG00000142973,CYP4B1
ENSG00000143036,SLC44A3
ENSG00000143061,IGSF3
ENSG00000143126,CELSR2
ENSG00000143149,ALDH9A1
ENSG00000143162,CREG1
ENSG00000143217,NECTIN4
ENSG00000143222,UFC1
ENSG00000143228,NUF2
ENSG00000143252,SDHC
ENSG00000143314,MRPL24
ENSG00000143320,CRABP2
ENSG00000143353,LYPLAL1
ENSG00000143363,PRUNE1
ENSG00000143367,TUFT1
ENSG00000143375,CGN
ENSG00000143382,ADAMTSL4
ENSG00000143387,CTSK
ENSG00000143390,RFX5
ENSG00000143409,MINDY1
ENSG00000143412,ANXA9
ENSG00000143502,SUSD4
ENSG00000143520,FLG2
ENSG00000143536,CRNN
ENSG00000143537,ADAM15
ENSG00000143545,RAB13
ENSG00000143546,S100A8
ENSG00000143590,EFNA3
ENSG00000143631,FLG
ENSG00000143753,DEGS1
ENSG00000143819,EPHX1
ENSG00000143870,PDIA6
ENSG00000143878,RHOB
ENSG00000143882,ATP6V1C2
ENSG00000143947,RPS27A
ENSG00000144045,DQX1
ENSG00000144063,MALL
ENSG00000144199,FAHD2B
ENSG00000144306,SCRN3
ENSG00000144354,CDCA7
ENSG00000144452,ABCA12
ENSG00000144455,SUMF1
ENSG00000144713,RPL32
ENSG00000144824,PHLDB2
ENSG00000144827,ABHD10
ENSG00000145022,TCTA
ENSG00000145029,NICN1
ENSG00000145050,MANF
ENSG00000145088,EAF2
ENSG00000145246,ATP10D
ENSG00000145283,SLC10A6
ENSG00000145284,SCD5
ENSG00000145337,PYURF
ENSG00000145349,CAMK2D
ENSG00000145386,CCNA2
ENSG00000145425,RPS3A
ENSG00000145494,NDUFS6
ENSG00000145545,SRD5A1
ENSG00000145592,RPL37
ENSG00000145604,SKP2
ENSG00000145632,PLK2
ENSG00000145730,PAM
ENSG00000145741,BTF3
ENSG00000145824,CXCL14
ENSG00000145912,NHP2
ENSG00000145934,TENM2
ENSG00000145979,TBC1D7
ENSG00000146007,ZMAT2
ENSG00000146054,TRIM7
ENSG00000146066,HIGD2A
ENSG00000146070,PLA2G7
ENSG00000146072,TNFRSF21
ENSG00000146147,MLIP
ENSG00000146233,CYP39A1
ENSG00000146409,SLC18B1
ENSG00000146416,AIG1
ENSG00000146648,EGFR
ENSG00000146670,CDCA5
ENSG00000146701,MDH2
ENSG00000146802,TMEM168
ENSG00000146904,EPHA1
ENSG00000146918,NCAPG2
ENSG00000147010,SH3KBP1
ENSG00000147123,NDUFB11
ENSG00000147155,EBP
ENSG00000147394,ZNF185
ENSG00000147400,CETN2
ENSG00000147403,RPL10
ENSG00000147419,CCDC25
ENSG00000147592,LACTB2
ENSG00000147604,RPL7
ENSG00000147669,POLR2K
ENSG00000147676,MAL2
ENSG00000147677,EIF3H
ENSG00000147687,TATDN1
ENSG00000147697,GSDMC
ENSG00000147883,CDKN2B
ENSG00000147896,IFNK
ENSG00000147955,SIGMAR1
ENSG00000148175,STOM
ENSG00000148180,GSN
ENSG00000148218,ALAD
ENSG00000148303,RPL7A
ENSG00000148344,PTGES
ENSG00000148358,GPR107
ENSG00000148444,COMMD3
ENSG00000148484,RSU1
ENSG00000148600,CDHR1
ENSG00000148671,ADIRF
ENSG00000148680,HTR7
ENSG00000148700,ADD3
ENSG00000148773,MKI67
ENSG00000148834,GSTO1
ENSG00000148841,ITPRIP
ENSG00000148985,PGAP2
ENSG00000149043,SYT8
ENSG00000149131,SERPING1
ENSG00000149136,SSRP1
ENSG00000149212,SESN3
ENSG00000149218,ENDOD1
ENSG00000149273,RPS3
ENSG00000149547,EI24
ENSG00000149573,MPZL2
ENSG00000149806,FAU
ENSG00000149809,TM7SF2
ENSG00000149823,VPS51
ENSG00000149932,TMEM219
ENSG00000150456,EEF1AKMT1
ENSG00000150556,LYPD6B
ENSG00000150593,PDCD4
ENSG00000150687,PRSS23
ENSG00000150768,DLAT
ENSG00000150779,TIMM8B
ENSG00000150782,IL18
ENSG00000151117,TMEM86A
ENSG00000151136,BTBD11
ENSG00000151150,ANK3
ENSG00000151366,NDUFC2
ENSG00000151500,THYN1
ENSG00000151665,PIGF
ENSG00000151715,TMEM45B
ENSG00000151726,ACSL1
ENSG00000151779,NBAS
ENSG00000151914,DST
ENSG00000152082,MZT2B
ENSG00000152137,HSPB8
ENSG00000152234,ATP5F1A
ENSG00000152240,HAUS1
ENSG00000152518,ZFP36L2
ENSG00000152556,PFKM
ENSG00000152558,TMEM123
ENSG00000152661,GJA1
ENSG00000152683,SLC30A6
ENSG00000152766,ANKRD22
ENSG00000152782,PANK1
ENSG00000153029,MR1
ENSG00000153044,CENPH
ENSG00000153294,ADGRF4
ENSG00000153406,NMRAL1
ENSG00000153714,LURAP1L
ENSG00000153823,PID1
ENSG00000154059,IMPACT
ENSG00000154079,SDHAF4
ENSG00000154102,C16orf74
ENSG00000154227,CERS3
ENSG00000154380,ENAH
ENSG00000154511,DIPK1A
ENSG00000154518,ATP5MC3
ENSG00000154723,ATP5PF
ENSG00000154764,WNT7A
ENSG00000154839,SKA1
ENSG00000154856,APCDD1
ENSG00000155066,PROM2
ENSG00000155115,GTF3C6
ENSG00000155324,GRAMD2B
ENSG00000155368,DBI
ENSG00000155393,HEATR3
ENSG00000155463,OXA1L
ENSG00000155660,PDIA4
ENSG00000155755,TMEM237
ENSG00000155827,RNF20
ENSG00000155918,RAET1L
ENSG00000155957,TMBIM4
ENSG00000156011,PSD3
ENSG00000156171,DRAM2
ENSG00000156253,RWDD2B
ENSG00000156411,ATP5MPL
ENSG00000156453,PCDH1
ENSG00000156463,SH3RF2
ENSG00000156467,UQCRB
ENSG00000156482,RPL30
ENSG00000156515,HK1
ENSG00000156521,TYSND1
ENSG00000156535,CD109
ENSG00000156587,UBE2L6
ENSG00000156675,RAB11FIP1
ENSG00000156711,MAPK13
ENSG00000156970,BUB1B
ENSG00000156990,RPUSD3
ENSG00000157216,SSBP3
ENSG00000157326,DHRS4
ENSG00000157349,DDX19B
ENSG00000157379,DHRS1
ENSG00000157456,CCNB2
ENSG00000157483,MYO1E
ENSG00000157551,KCNJ15
ENSG00000157593,SLC35B2
ENSG00000157601,MX1
ENSG00000157837,SPPL3
ENSG00000158019,BABAM2
ENSG00000158042,MRPL17
ENSG00000158055,GRHL3
ENSG00000158089,GALNT14
ENSG00000158109,TPRG1L
ENSG00000158125,XDH
ENSG00000158246,TENT5B
ENSG00000158315,RHBDL2
ENSG00000158623,COPG2
ENSG00000158786,PLA2G2F
ENSG00000158825,CDA
ENSG00000158882,TOMM40L
ENSG00000159063,ALG8
ENSG00000159079,CFAP298
ENSG00000159166,LAD1
ENSG00000159199,ATP5MC1
ENSG00000159228,CBR1
ENSG00000159337,PLA2G4D
ENSG00000159346,ADIPOR1
ENSG00000159348,CYB5R1
ENSG00000159352,PSMD4
ENSG00000159388,BTG2
ENSG00000159423,ALDH4A1
ENSG00000159450,TCHH
ENSG00000159455,LCE2B
ENSG00000159527,PGLYRP3
ENSG00000159788,RGS12
ENSG00000159792,PSKH1
ENSG00000159871,LYPD5
ENSG00000160014,CALM3
ENSG00000160179,ABCG1
ENSG00000160211,G6PD
ENSG00000160213,CSTB
ENSG00000160284,SPATC1L
ENSG00000160446,ZDHHC12
ENSG00000160606,TLCD1
ENSG00000160746,ANO10
ENSG00000160932,LY6E
ENSG00000161016,RPL8
ENSG00000161217,PCYT1A
ENSG00000161243,FBXO27
ENSG00000161249,DMKN
ENSG00000161267,BDH1
ENSG00000161395,PGAP3
ENSG00000161513,FDXR
ENSG00000161618,ALDH16A1
ENSG00000161642,ZNF385A
ENSG00000161671,EMC10
ENSG00000161677,JOSD2
ENSG00000161920,MED11
ENSG00000161970,RPL26
ENSG00000161981,SNRNP25
ENSG00000161999,JMJD8
ENSG00000162040,HS3ST6
ENSG00000162069,BICDL2
ENSG00000162073,PAQR4
ENSG00000162144,CYB561A3
ENSG00000162244,RPL29
ENSG00000162366,PDZK1IP1
ENSG00000162368,CMPK1
ENSG00000162493,PDPN
ENSG00000162496,DHRS3
ENSG00000162517,PEF1
ENSG00000162600,OMA1
ENSG00000162645,GBP2
ENSG00000162729,IGSF8
ENSG00000162757,C1orf74
ENSG00000162813,BPNT1
ENSG00000162910,MRPL55
ENSG00000162961,DPY30
ENSG00000162980,ARL5A
ENSG00000162981,LRATD1
ENSG00000163032,VSNL1
ENSG00000163071,SPATA18
ENSG00000163082,SGPP2
ENSG00000163141,BNIPL
ENSG00000163170,BOLA3
ENSG00000163191,S100A11
ENSG00000163207,IVL
ENSG00000163209,SPRR3
ENSG00000163214,DHX57
ENSG00000163216,SPRR2D
ENSG00000163218,PGLYRP4
ENSG00000163220,S100A9
ENSG00000163328,GPR155
ENSG00000163331,DAPL1
ENSG00000163344,PMVK
ENSG00000163346,PBXIP1
ENSG00000163347,CLDN1
ENSG00000163382,NAXE
ENSG00000163453,IGFBP7
ENSG00000163466,ARPC2
ENSG00000163472,TMEM79
ENSG00000163527,STT3B
ENSG00000163545,NUAK2
ENSG00000163624,CDS1
ENSG00000163629,PTPN13
ENSG00000163637,PRICKLE2
ENSG00000163682,RPL9
ENSG00000163683,SMIM14
ENSG00000163687,DNASE1L3
ENSG00000163807,KIAA1143
ENSG00000163898,LIPH
ENSG00000163923,RPL39L
ENSG00000163931,TKT
ENSG00000163964,PIGX
ENSG00000164039,BDH2
ENSG00000164051,CCDC51
ENSG00000164062,APEH
ENSG00000164096,C4orf3
ENSG00000164120,HPGD
ENSG00000164182,NDUFAF2
ENSG00000164251,F2RL1
ENSG00000164258,NDUFS4
ENSG00000164300,SERINC5
ENSG00000164308,ERAP2
ENSG00000164346,NSA2
ENSG00000164393,ADGRF2
ENSG00000164405,UQCRQ
ENSG00000164414,SLC35A1
ENSG00000164442,CITED2
ENSG00000164520,RAET1E
ENSG00000164574,GALNT10
ENSG00000164587,RPS14
ENSG00000164611,PTTG1
ENSG00000164647,STEAP1
ENSG00000164654,MIOS
ENSG00000164687,FABP5
ENSG00000164815,ORC5
ENSG00000164818,DNAAF5
ENSG00000164825,DEFB1
ENSG00000164855,TMEM184A
ENSG00000164885,CDK5
ENSG00000164904,ALDH7A1
ENSG00000164919,COX6C
ENSG00000164920,OSR2
ENSG00000164978,NUDT2
ENSG00000165097,KDM1B
ENSG00000165152,TMEM246
ENSG00000165240,ATP7A
ENSG00000165264,NDUFB6
ENSG00000165272,AQP3
ENSG00000165304,MELK
ENSG00000165474,GJB2
ENSG00000165475,CRYL1
ENSG00000165480,SKA3
ENSG00000165516,KLHDC2
ENSG00000165591,FAAH2
ENSG00000165609,NUDT5
ENSG00000165629,ATP5F1C
ENSG00000165698,SPACA9
ENSG00000165794,SLC39A2
ENSG00000165795,NDRG2
ENSG00000165886,UBTD1
ENSG00000165916,PSMC3
ENSG00000165949,IFI27
ENSG00000165953,SERPINA12
ENSG00000166025,AMOTL1
ENSG00000166033,HTRA1
ENSG00000166165,CKB
ENSG00000166171,DPCD
ENSG00000166183,ASPG
ENSG00000166197,NOLC1
ENSG00000166272,WBP1L
ENSG00000166295,ANAPC16
ENSG00000166347,CYB5A
ENSG00000166348,USP54
ENSG00000166387,PPFIBP2
ENSG00000166394,CYB5R2
ENSG00000166396,SERPINB7
ENSG00000166441,RPL27A
ENSG00000166477,LEO1
ENSG00000166483,WEE1
ENSG00000166508,MCM7
ENSG00000166535,A2ML1
ENSG00000166557,TMED3
ENSG00000166562,SEC11C
ENSG00000166589,CDH16
ENSG00000166598,HSP90B1
ENSG00000166681,BEX3
ENSG00000166689,PLEKHA7
ENSG00000166710,B2M
ENSG00000166794,PPIB
ENSG00000166828,SCNN1G
ENSG00000166833,NAV2
ENSG00000166869,CHP2
ENSG00000166974,MAPRE2
ENSG00000167004,PDIA3
ENSG00000167107,ACSF2
ENSG00000167112,TRUB2
ENSG00000167123,CERCAM
ENSG00000167272,POP5
ENSG00000167283,ATP5MG
ENSG00000167323,STIM1
ENSG00000167325,RRM1
ENSG00000167460,TPM4
ENSG00000167513,CDT1
ENSG00000167515,TRAPPC2L
ENSG00000167526,RPL13
ENSG00000167617,CDC42EP5
ENSG00000167644,C19orf33
ENSG00000167645,YIF1B
ENSG00000167656,LY6D
ENSG00000167658,EEF2
ENSG00000167693,NXN
ENSG00000167700,MFSD3
ENSG00000167721,TSR1
ENSG00000167741,GGT6
ENSG00000167754,KLK5
ENSG00000167757,KLK11
ENSG00000167759,KLK13
ENSG00000167767,KRT80
ENSG00000167768,KRT1
ENSG00000167769,ACER1
ENSG00000167792,NDUFV1
ENSG00000167797,CDK2AP2
ENSG00000167799,NUDT8
ENSG00000167815,PRDX2
ENSG00000167863,ATP5PD
ENSG00000167900,TK1
ENSG00000167914,GSDMA
ENSG00000167916,KRT24
ENSG00000167930,FAM234A
ENSG00000167965,MLST8
ENSG00000168000,BSCL2
ENSG00000168002,POLR2G
ENSG00000168010,ATG16L2
ENSG00000168028,RPSA
ENSG00000168032,ENTPD3
ENSG00000168061,SAC3D1
ENSG00000168077,SCARA3
ENSG00000168078,PBK
ENSG00000168090,COPS6
ENSG00000168118,RAB4A
ENSG00000168140,VASN
ENSG00000168159,RNF187
ENSG00000168268,NT5DC2
ENSG00000168386,FILIP1L
ENSG00000168393,DTYMK
ENSG00000168447,SCNN1B
ENSG00000168453,HR
ENSG00000168476,REEP4
ENSG00000168490,PHYHIP
ENSG00000168496,FEN1
ENSG00000168497,CAVIN2
ENSG00000168528,SERINC2
ENSG00000168538,TRAPPC11
ENSG00000168575,SLC20A2
ENSG00000168653,NDUFS5
ENSG00000168785,TSPAN5
ENSG00000168824,NSG1
ENSG00000168899,VAMP5
ENSG00000168907,PLA2G4F
ENSG00000168918,INPP5D
ENSG00000168936,TMEM129
ENSG00000168938,PPIC
ENSG00000169020,ATP5ME
ENSG00000169035,KLK7
ENSG00000169047,IRS1
ENSG00000169100,SLC25A6
ENSG00000169174,PCSK9
ENSG00000169184,MN1
ENSG00000169188,APEX2
ENSG00000169189,NSMCE1
ENSG00000169241,SLC50A1
ENSG00000169252,ADRB2
ENSG00000169299,PGM2
ENSG00000169469,SPRR1B
ENSG00000169474,SPRR1A
ENSG00000169550,MUC15
ENSG00000169583,CLIC3
ENSG00000169607,CKAP2L
ENSG00000169679,BUB1
ENSG00000169689,CENPX
ENSG00000169715,MT1E
ENSG00000169727,GPS1
ENSG00000169738,DCXR
ENSG00000169764,UGP2
ENSG00000169851,PCDH7
ENSG00000169855,ROBO1
ENSG00000169976,SF3B5
ENSG00000169991,IFFO2
ENSG00000170006,TMEM154
ENSG00000170043,TRAPPC1
ENSG00000170266,GLB1
ENSG00000170270,GON7
ENSG00000170271,FAXDC2
ENSG00000170275,CRTAP
ENSG00000170310,STX8
ENSG00000170312,CDK1
ENSG00000170348,TMED10
ENSG00000170385,SLC30A1
ENSG00000170423,KRT78
ENSG00000170426,SDR9C7
ENSG00000170430,MGMT
ENSG00000170454,KRT75
ENSG00000170465,KRT6C
ENSG00000170473,PYM1
ENSG00000170477,KRT4
ENSG00000170502,NUDT9
ENSG00000170515,PA2G4
ENSG00000170522,ELOVL6
ENSG00000170545,SMAGP
ENSG00000170571,EMB
ENSG00000170734,POLH
ENSG00000170786,SDR16C5
ENSG00000170855,TRIAP1
ENSG00000170873,MTSS1
ENSG00000170889,RPS9
ENSG00000170899,GSTA4
ENSG00000170906,NDUFA3
ENSG00000171159,C9orf16
ENSG00000171241,SHCBP1
ENSG00000171346,KRT15
ENSG00000171401,KRT13
ENSG00000171403,KRT9
ENSG00000171443,ZNF524
ENSG00000171476,HOPX
ENSG00000171517,LPAR3
ENSG00000171604,CXXC5
ENSG00000171723,GPHN
ENSG00000171793,CTPS1
ENSG00000171848,RRM2
ENSG00000171858,RPS21
ENSG00000171863,RPS7
ENSG00000171954,CYP4F22
ENSG00000171960,PPIH
ENSG00000172053,QARS
ENSG00000172086,KRCC1
ENSG00000172137,CALB2
ENSG00000172164,SNTB1
ENSG00000172172,MRPL13
ENSG00000172201,ID4
ENSG00000172269,DPAGT1
ENSG00000172270,BSG
ENSG00000172296,SPTLC3
ENSG00000172331,BPGM
ENSG00000172336,POP7
ENSG00000172340,SUCLG2
ENSG00000172345,STARD5
ENSG00000172380,GNG12
ENSG00000172428,COPS9
ENSG00000172469,MANEA
ENSG00000172500,FIBP
ENSG00000172548,NIPAL4
ENSG00000172586,CHCHD1
ENSG00000172590,MRPL52
ENSG00000172594,SMPDL3A
ENSG00000172757,CFL1
ENSG00000172809,RPL38
ENSG00000172818,OVOL1
ENSG00000172824,CES4A
ENSG00000172831,CES2
ENSG00000172867,KRT2
ENSG00000172893,DHCR7
ENSG00000172992,DCAKD
ENSG00000173083,HPSE
ENSG00000173085,COQ2
ENSG00000173113,TRMT112
ENSG00000173141,MRPL57
ENSG00000173156,RHOD
ENSG00000173163,COMMD1
ENSG00000173207,CKS1B
ENSG00000173212,MAB21L3
ENSG00000173221,GLRX
ENSG00000173239,LIPM
ENSG00000173267,SNCG
ENSG00000173338,KCNK7
ENSG00000173409,ARV1
ENSG00000173418,NAA20
ENSG00000173432,SAA1
ENSG00000173465,ZNRD2
ENSG00000173540,GMPPB
ENSG00000173660,UQCRH
ENSG00000173726,TOMM20
ENSG00000173801,JUP
ENSG00000173894,CBX2
ENSG00000173915,ATP5MD
ENSG00000174132,FAM174A
ENSG00000174145,NWD2
ENSG00000174306,ZHX3
ENSG00000174307,PHLDA3
ENSG00000174327,SLC16A13
ENSG00000174332,GLIS1
ENSG00000174371,EXO1
ENSG00000174442,ZWILCH
ENSG00000174444,RPL4
ENSG00000174502,SLC26A9
ENSG00000174547,MRPL11
ENSG00000174564,IL20RB
ENSG00000174628,IQCK
ENSG00000174684,B4GAT1
ENSG00000174705,SH3PXD2B
ENSG00000174744,BRMS1
ENSG00000174748,RPL15
ENSG00000174791,RIN1
ENSG00000174851,YIF1A
ENSG00000174886,NDUFA11
ENSG00000174903,RAB1B
ENSG00000174917,MICOS13
ENSG00000174938,SEZ6L2
ENSG00000174950,CD164L2
ENSG00000174989,FBXW8
ENSG00000175040,CHST2
ENSG00000175061,SNHG29
ENSG00000175063,UBE2C
ENSG00000175121,WFDC5
ENSG00000175155,YPEL2
ENSG00000175198,PCCA
ENSG00000175220,ARHGAP1
ENSG00000175287,PHYHD1
ENSG00000175390,EIF3F
ENSG00000175416,CLTB
ENSG00000175575,PAAF1
ENSG00000175581,MRPL48
ENSG00000175600,SUGCT
ENSG00000175602,CCDC85B
ENSG00000175643,RMI2
ENSG00000175662,TOM1L2
ENSG00000175756,AURKAIP1
ENSG00000175768,TOMM5
ENSG00000175792,RUVBL1
ENSG00000175854,SWI5
ENSG00000175906,ARL4D
ENSG00000176087,SLC35A4
ENSG00000176153,GPX2
ENSG00000176194,CIDEA
ENSG00000176261,ZBTB8OS
ENSG00000176340,COX8A
ENSG00000176393,RNPEP
ENSG00000176623,RMDN1
ENSG00000176658,MYO1D
ENSG00000176890,TYMS
ENSG00000176928,GCNT4
ENSG00000176973,FAM89B
ENSG00000177098,SCN4B
ENSG00000177156,TALDO1
ENSG00000177380,PPFIA3
ENSG00000177410,ZFAS1
ENSG00000177494,ZBED2
ENSG00000177508,IRX3
ENSG00000177556,ATOX1
ENSG00000177600,RPLP2
ENSG00000177628,GBA
ENSG00000177646,ACAD9
ENSG00000177674,AGTRAP
ENSG00000177700,POLR2L
ENSG00000177830,CHID1
ENSG00000177954,RPS27
ENSG00000177971,IMP3
ENSG00000178035,IMPDH2
ENSG00000178057,NDUFAF3
ENSG00000178172,SPINK6
ENSG00000178184,PARD6G
ENSG00000178363,CALML3
ENSG00000178372,CALML5
ENSG00000178425,NT5DC1
ENSG00000178449,COX14
ENSG00000178573,MAF
ENSG00000178585,CTNNBIP1
ENSG00000178726,THBD
ENSG00000178741,COX5A
ENSG00000178750,STX19
ENSG00000178776,C5orf46
ENSG00000178802,MPI
ENSG00000178934,LGALS7B
ENSG00000178952,TUFM
ENSG00000178982,EIF3K
ENSG00000178996,SNX18
ENSG00000178999,AURKB
ENSG00000179041,RRS1
ENSG00000179051,RCC2
ENSG00000179085,DPM3
ENSG00000179091,CYC1
ENSG00000179218,CALR
ENSG00000179271,GADD45GIP1
ENSG00000179344,HLA-DQB1
ENSG00000179409,GEMIN4
ENSG00000179477,ALOX12B
ENSG00000179593,ALOX15B
ENSG00000179846,NKPD1
ENSG00000179862,CITED4
ENSG00000179958,DCTPP1
ENSG00000180155,LYNX1
ENSG00000180316,PNPLA1
ENSG00000180425,C11orf71
ENSG00000180739,S1PR5
ENSG00000180817,PPA1
ENSG00000180871,CXCR2
ENSG00000180879,SSR4
ENSG00000180964,TCEAL8
ENSG00000181029,TRAPPC5
ENSG00000181061,HIGD1A
ENSG00000181104,F2R
ENSG00000181163,NPM1
ENSG00000181192,DHTKD1
ENSG00000181333,HEPHL1
ENSG00000181458,TMEM45A
ENSG00000181481,RNF135
ENSG00000181804,SLC9A9
ENSG00000181929,PRKAG1
ENSG00000182054,IDH2
ENSG00000182118,FAM89A
ENSG00000182154,MRPL41
ENSG00000182165,TP53TG1
ENSG00000182195,LDOC1
ENSG00000182220,ATP6AP2
ENSG00000182240,BACE2
ENSG00000182261,NLRP10
ENSG00000182489,XKRX
ENSG00000182512,GLRX5
ENSG00000182518,FAM104B
ENSG00000182541,LIMK2
ENSG00000182544,MFSD5
ENSG00000182551,ADI1
ENSG00000182552,RWDD4
ENSG00000182580,EPHB3
ENSG00000182585,EPGN
ENSG00000182670,TTC3
ENSG00000182774,RPS17
ENSG00000182782,HCAR2
ENSG00000182795,C1orf116
ENSG00000182871,COL18A1
ENSG00000182899,RPL35A
ENSG00000183011,NAA38
ENSG00000183048,SLC25A10
ENSG00000183049,CAMK1D
ENSG00000183111,ARHGEF37
ENSG00000183172,SMDT1
ENSG00000183207,RUVBL2
ENSG00000183347,GBP6
ENSG00000183378,OVCH2
ENSG00000183479,TREX2
ENSG00000183527,PSMG1
ENSG00000183578,TNFAIP8L3
ENSG00000183617,MRPL54
ENSG00000183648,NDUFB1
ENSG00000183671,GPR1
ENSG00000183742,MACC1
ENSG00000183751,TBL3
ENSG00000183762,KREMEN1
ENSG00000183765,CHEK2
ENSG00000183856,IQGAP3
ENSG00000183978,COA3
ENSG00000184009,ACTG1
ENSG00000184076,UQCR10
ENSG00000184117,NIPSNAP1
ENSG00000184148,SPRR4
ENSG00000184164,CRELD2
ENSG00000184178,SCFD2
ENSG00000184292,TACSTD2
ENSG00000184459,BPIFC
ENSG00000184500,PROS1
ENSG00000184584,TMEM173
ENSG00000184752,NDUFA12
ENSG00000184828,ZBTB7C
ENSG00000184831,APOO
ENSG00000184903,IMMP2L
ENSG00000185262,UBALD2
ENSG00000185305,ARL15
ENSG00000185306,C12orf56
ENSG00000185414,MRPL30
ENSG00000185475,TMEM179B
ENSG00000185479,KRT6B
ENSG00000185515,BRCC3
ENSG00000185567,AHNAK2
ENSG00000185608,MRPL40
ENSG00000185614,INKA1
ENSG00000185624,P4HB
ENSG00000185627,PSMD13
ENSG00000185633,NDUFA4L2
ENSG00000185640,KRT79
ENSG00000185664,PMEL
ENSG00000185668,POU3F1
ENSG00000185745,IFIT1
ENSG00000185885,IFITM1
ENSG00000185896,LAMP1
ENSG00000185909,KLHDC8B
ENSG00000185963,BICD2
ENSG00000186010,NDUFA13
ENSG00000186073,C15orf41
ENSG00000186081,KRT5
ENSG00000186132,C2orf76
ENSG00000186193,SAPCD2
ENSG00000186212,SOWAHB
ENSG00000186283,TOR3A
ENSG00000186340,THBS2
ENSG00000186395,KRT10
ENSG00000186442,KRT3
ENSG00000186468,RPS23
ENSG00000186687,LYRM7
ENSG00000186806,VSIG10L
ENSG00000186832,KRT16
ENSG00000186847,KRT14
ENSG00000186871,ERCC6L
ENSG00000186973,FAM183A
ENSG00000187017,ESPN
ENSG00000187091,PLCD1
ENSG00000187109,NAP1L1
ENSG00000187193,MT1X
ENSG00000187446,CHP1
ENSG00000187608,ISG15
ENSG00000187630,DHRS4L2
ENSG00000187713,TMEM203
ENSG00000187720,THSD4
ENSG00000188001,TPRG1
ENSG00000188010,MORN2
ENSG00000188042,ARL4C
ENSG00000188089,PLA2G4E
ENSG00000188100,FAM25A
ENSG00000188112,C6orf132
ENSG00000188186,LAMTOR4
ENSG00000188243,COMMD6
ENSG00000188293,IGFL1
ENSG00000188313,PLSCR1
ENSG00000188352,FOCAD
ENSG00000188372,ZP3
ENSG00000188373,C10orf99
ENSG00000188393,CLEC2A
ENSG00000188483,IER5L
ENSG00000188505,NCCRP1
ENSG00000188508,KRTDAP
ENSG00000188624,IGFL3
ENSG00000188643,S100A16
ENSG00000188846,RPL14
ENSG00000189001,SBSN
ENSG00000189043,NDUFA4
ENSG00000189051,RNF222
ENSG00000189057,FAM111B
ENSG00000189120,SP6
ENSG00000189143,CLDN4
ENSG00000189182,KRT77
ENSG00000189221,MAOA
ENSG00000189280,GJB5
ENSG00000189334,S100A14
ENSG00000189366,ALG1L
ENSG00000189431,RASSF10
ENSG00000196139,AKR1C3
ENSG00000196154,S100A4
ENSG00000196189,SEMA4A
ENSG00000196230,TUBB
ENSG00000196262,PPIA
ENSG00000196372,ASB13
ENSG00000196407,THEM5
ENSG00000196419,XRCC6
ENSG00000196497,IPO4
ENSG00000196531,NACA
ENSG00000196542,SPTSSB
ENSG00000196562,SULF2
ENSG00000196636,SDHAF3
ENSG00000196683,TOMM7
ENSG00000196743,GM2A
ENSG00000196754,S100A2
ENSG00000196782,MAML3
ENSG00000196975,ANXA4
ENSG00000196976,LAGE3
ENSG00000197191,CYSRT1
ENSG00000197329,PELI1
ENSG00000197345,MRPL21
ENSG00000197442,MAP3K5
ENSG00000197448,GSTK1
ENSG00000197506,SLC28A3
ENSG00000197568,HHLA3
ENSG00000197614,MFAP5
ENSG00000197632,SERPINB2
ENSG00000197635,DPP4
ENSG00000197641,SERPINB13
ENSG00000197646,PDCD1LG2
ENSG00000197728,RPS26
ENSG00000197746,PSAP
ENSG00000197747,S100A10
ENSG00000197756,RPL37A
ENSG00000197766,CFD
ENSG00000197872,FAM49A
ENSG00000197894,ADH5
ENSG00000197953,AADACL2
ENSG00000197956,S100A6
ENSG00000197958,RPL12
ENSG00000198034,RPS4X
ENSG00000198074,AKR1B10
ENSG00000198092,TMPRSS11F
ENSG00000198146,ZNF770
ENSG00000198168,SVIP
ENSG00000198242,RPL23A
ENSG00000198258,UBL5
ENSG00000198324,PHETA1
ENSG00000198356,GET3
ENSG00000198417,MT1F
ENSG00000198478,SH3BGRL2
ENSG00000198483,ANKRD35
ENSG00000198561,CTNND1
ENSG00000198589,LRBA
ENSG00000198612,COPS8
ENSG00000198624,CCDC69
