gene_id,gene_name
ENSG00000132823,OSER1
ENSG00000132906,CASP9
ENSG00000132950,ZMYM5
ENSG00000132952,USPL1
ENSG00000133065,SLC41A1
ENSG00000133101,CCNA1
ENSG00000133121,STARD13
ENSG00000133134,BEX2
ENSG00000133226,SRRM1
ENSG00000133247,KMT5C
ENSG00000133316,WDR74
ENSG00000133398,MED10
ENSG00000133657,ATP13A3
ENSG00000133794,ARNTL
ENSG00000133818,RRAS2
ENSG00000133858,ZFC3H1
ENSG00000133961,NUMB
ENSG00000134058,CDK7
ENSG00000134072,CAMK1
ENSG00000134086,VHL
ENSG00000134186,PRPF38B
ENSG00000134262,AP4B1
ENSG00000134285,FKBP11
ENSG00000134324,LPIN1
ENSG00000134352,IL6ST
ENSG00000134644,PUM1
ENSG00000134684,YARS
ENSG00000134748,PRPF38A
ENSG00000134815,DHX34
ENSG00000134884,ARGLU1
ENSG00000134954,ETS1
ENSG00000135018,UBQLN1
ENSG00000135048,CEMIP2
ENSG00000135097,MSI1
ENSG00000135164,DMTF1
ENSG00000135253,KCP
ENSG00000135334,AKIRIN2
ENSG00000135338,LCA5
ENSG00000135365,PHF21A
ENSG00000135407,AVIL
ENSG00000135409,AMHR2
ENSG00000135424,ITGA7
ENSG00000135437,RDH5
ENSG00000135476,ESPL1
ENSG00000135541,AHI1
ENSG00000135596,MICAL1
ENSG00000135604,STX11
ENSG00000135625,EGR4
ENSG00000135655,USP15
ENSG00000135720,DYNC1LI2
ENSG00000135740,SLC9A5
ENSG00000135829,DHX9
ENSG00000135862,LAMC1
ENSG00000135870,RC3H1
ENSG00000135919,SERPINE2
ENSG00000135999,EPC2
ENSG00000136003,ISCU
ENSG00000136052,SLC41A2
ENSG00000136367,ZFHX2
ENSG00000136450,SRSF1
ENSG00000136451,VEZF1
ENSG00000136490,LIMD2
ENSG00000136527,TRA2B
ENSG00000136603,SKIL
ENSG00000136699,SMPD4
ENSG00000136870,ZNF189
ENSG00000136883,KIF12
ENSG00000136891,TEX10
ENSG00000136999,CCN3
ENSG00000137073,UBAP2
ENSG00000137094,DNAJB5
ENSG00000137171,KLC4
ENSG00000137185,ZSCAN9
ENSG00000137221,TJAP1
ENSG00000137331,IER3
ENSG00000137338,PGBD1
ENSG00000137343,ATAT1
ENSG00000137409,MTCH1
ENSG00000137411,VARS2
ENSG00000137474,MYO7A
ENSG00000137496,IL18BP
ENSG00000137502,RAB30
ENSG00000137504,CREBZF
ENSG00000137571,SLCO5A1
ENSG00000137601,NEK1
ENSG00000137770,CTDSPL2
ENSG00000137802,MAPKBP1
ENSG00000137817,PARP6
ENSG00000137877,SPTBN5
ENSG00000137942,FNBP1L
ENSG00000137947,GTF2B
ENSG00000138050,THUMPD2
ENSG00000138081,FBXO11
ENSG00000138166,DUSP5
ENSG00000138347,MYPN
ENSG00000138356,AOX1
ENSG00000138448,ITGAV
ENSG00000138623,SEMA7A
ENSG00000138668,HNRNPD
ENSG00000138670,RASGEF1B
ENSG00000138678,GPAT3
ENSG00000138834,MAPK8IP3
ENSG00000138942,RNF185
ENSG00000139112,GABARAPL1
ENSG00000139154,AEBP2
ENSG00000139163,ETNK1
ENSG00000139182,CLSTN3
ENSG00000139190,VAMP1
ENSG00000139219,COL2A1
ENSG00000139354,GAS2L3
ENSG00000139372,TDG
ENSG00000139496,NUP58
ENSG00000139514,SLC7A1
ENSG00000139531,SUOX
ENSG00000139572,GPR84
ENSG00000139574,NPFF
ENSG00000139597,N4BP2L1
ENSG00000139620,KANSL2
ENSG00000139626,ITGB7
ENSG00000139631,CSAD
ENSG00000139636,LMBR1L
ENSG00000139679,LPAR6
ENSG00000139697,SBNO1
ENSG00000139880,CDH24
ENSG00000139890,REM2
ENSG00000139914,FITM1
ENSG00000139946,PELI2
ENSG00000139971,ARMH4
ENSG00000139998,RAB15
ENSG00000140153,WDR20
ENSG00000140262,TCF12
ENSG00000140320,BAHD1
ENSG00000140400,MAN2C1
ENSG00000140403,DNAJA4
ENSG00000140450,ARRDC4
ENSG00000140465,CYP1A1
ENSG00000140471,LINS1
ENSG00000140511,HAPLN3
ENSG00000140519,RHCG
ENSG00000140678,ITGAX
ENSG00000140691,ARMC5
ENSG00000140829,DHX38
ENSG00000140830,TXNL4B
ENSG00000140848,CPNE2
ENSG00000140931,CMTM3
ENSG00000140941,MAP1LC3B
ENSG00000140961,OSGIN1
ENSG00000140983,RHOT2
ENSG00000140993,TIGD7
ENSG00000141002,TCF25
ENSG00000141012,GALNS
ENSG00000141084,RANBP10
ENSG00000141086,CTRL
ENSG00000141258,SGSM2
ENSG00000141298,SSH2
ENSG00000141384,TAF4B
ENSG00000141448,GATA6
ENSG00000141449,GREB1L
ENSG00000141497,ZMYND15
ENSG00000141504,SAT2
ENSG00000141505,ASGR1
ENSG00000141543,EIF4A3
ENSG00000141551,CSNK1D
ENSG00000141644,MBD1
ENSG00000141664,ZCCHC2
ENSG00000141682,PMAIP1
ENSG00000141867,BRD4
ENSG00000141968,VAV1
ENSG00000141994,DUS3L
ENSG00000142102,PGGHG
ENSG00000142156,COL6A1
ENSG00000142173,COL6A2
ENSG00000142186,SCYL1
ENSG00000142227,EMP3
ENSG00000142279,WTIP
ENSG00000142330,CAPN10
ENSG00000142528,ZNF473
ENSG00000142627,EPHA2
ENSG00000142675,CNKSR1
ENSG00000142686,C1orf216
ENSG00000142867,BCL10
ENSG00000142871,CCN1
ENSG00000143033,MTF2
ENSG00000143067,ZNF697
ENSG00000143093,STRIP1
ENSG00000143107,FNDC7
ENSG00000143110,C1orf162
ENSG00000143190,POU2F1
ENSG00000143258,USP21
ENSG00000143303,RRNAD1
ENSG00000143322,ABL2
ENSG00000143333,RGS16
ENSG00000143368,SF3B4
ENSG00000143379,SETDB1
ENSG00000143384,MCL1
ENSG00000143398,PIP5K1A
ENSG00000143437,ARNT
ENSG00000143442,POGZ
ENSG00000143479,DYRK3
ENSG00000143507,DUSP10
ENSG00000143514,TP53BP2
ENSG00000143556,S100A7
ENSG00000143569,UBAP2L
ENSG00000143614,GATAD2B
ENSG00000143621,ILF2
ENSG00000143622,RIT1
ENSG00000143776,CDC42BPA
ENSG00000143816,WNT9A
ENSG00000143850,PLEKHA6
ENSG00000143970,ASXL2
ENSG00000144115,THNSL2
ENSG00000144134,RABL2A
ENSG00000144136,SLC20A1
ENSG00000144233,AMMECR1L
ENSG00000144357,UBR3
ENSG00000144381,HSPD1
ENSG00000144445,KANSL1L
ENSG00000144485,HES6
ENSG00000144583,4-Mar
ENSG00000144589,STK11IP
ENSG00000144597,EAF1
ENSG00000144655,CSRNP1
ENSG00000144802,NFKBIZ
ENSG00000144821,MYH15
ENSG00000145016,RUBCN
ENSG00000145041,DCAF1
ENSG00000145147,SLIT2
ENSG00000145191,EIF2B5
ENSG00000145217,SLC26A1
ENSG00000145241,CENPC
ENSG00000145495,6-Mar
ENSG00000145555,MYO10
ENSG00000145734,BDP1
ENSG00000145780,FEM1C
ENSG00000145908,ZNF300
ENSG00000145911,N4BP3
ENSG00000145919,BOD1
ENSG00000146047,HIST1H2BA
ENSG00000146067,FAM193B
ENSG00000146083,RNF44
ENSG00000146232,NFKBIE
ENSG00000146247,PHIP
ENSG00000146410,MTFR2
ENSG00000146453,PNLDC1
ENSG00000146457,WTAP
ENSG00000146463,ZMYM4
ENSG00000146592,CREB5
ENSG00000146757,ZNF92
ENSG00000146830,GIGYF1
ENSG00000146872,TLK2
ENSG00000147050,KDM6A
ENSG00000147133,TAF1
ENSG00000147140,NONO
ENSG00000147162,OGT
ENSG00000147174,GCNA
ENSG00000147180,ZNF711
ENSG00000147416,ATP6V1B2
ENSG00000147421,HMBOX1
ENSG00000147437,GNRH1
ENSG00000147439,BIN3
ENSG00000147459,DOCK5
ENSG00000147535,PLPP5
ENSG00000147854,UHRF2
ENSG00000148187,MRRF
ENSG00000148200,NR6A1
ENSG00000148343,MIGA2
ENSG00000148483,TMEM236
ENSG00000148516,ZEB1
ENSG00000148634,HERC4
ENSG00000148677,ANKRD1
ENSG00000148737,TCF7L2
ENSG00000148840,PPRC1
ENSG00000148943,LIN7C
ENSG00000149091,DGKZ
ENSG00000149150,SLC43A1
ENSG00000149187,CELF1
ENSG00000149201,CCDC81
ENSG00000149231,CCDC82
ENSG00000149257,SERPINH1
ENSG00000149480,MTA2
ENSG00000149532,CPSF7
ENSG00000149582,TMEM25
ENSG00000149634,SPATA25
ENSG00000149658,YTHDF1
ENSG00000149781,FERMT3
ENSG00000149923,PPP4C
ENSG00000149930,TAOK2
ENSG00000150347,ARID5B
ENSG00000150401,DCUN1D2
ENSG00000150457,LATS2
ENSG00000150776,NKAPD1
ENSG00000150990,DHX37
ENSG00000150991,UBC
ENSG00000151012,SLC7A11
ENSG00000151014,NOCT
ENSG00000151332,MBIP
ENSG00000151422,FER
ENSG00000151458,ANKRD50
ENSG00000151491,EPS8
ENSG00000151718,WWC2
ENSG00000151835,SACS
ENSG00000151929,BAG3
ENSG00000152217,SETBP1
ENSG00000152223,EPG5
ENSG00000152332,UHMK1
ENSG00000152377,SPOCK1
ENSG00000152413,HOMER1
ENSG00000152422,XRCC4
ENSG00000152433,ZNF547
ENSG00000152443,ZNF776
ENSG00000152454,ZNF256
ENSG00000152484,USP12
ENSG00000152503,TRIM36
ENSG00000152520,PAN3
ENSG00000152784,PRDM8
ENSG00000152795,HNRNPDL
ENSG00000153187,HNRNPU
ENSG00000153310,FAM49B
ENSG00000153317,ASAP1
ENSG00000153391,INO80C
ENSG00000153443,UBALD1
ENSG00000153487,ING1
ENSG00000153531,ADPRHL1
ENSG00000153558,FBXL2
ENSG00000153814,JAZF1
ENSG00000153827,TRIP12
ENSG00000153914,SREK1
ENSG00000153922,CHD1
ENSG00000153975,ZUP1
ENSG00000154124,OTULIN
ENSG00000154144,TBRG1
ENSG00000154222,CC2D1B
ENSG00000154263,ABCA10
ENSG00000154265,ABCA5
ENSG00000154310,TNIK
ENSG00000154328,NEIL2
ENSG00000154447,SH3RF1
ENSG00000154553,PDLIM3
ENSG00000154734,ADAMTS1
ENSG00000154803,FLCN
ENSG00000154914,USP43
ENSG00000155097,ATP6V1C1
ENSG00000155256,ZFYVE27
ENSG00000155304,HSPA13
ENSG00000155367,PPM1J
ENSG00000155465,SLC7A7
ENSG00000155545,MIER3
ENSG00000155744,FAM126B
ENSG00000155760,FZD7
ENSG00000155903,RASA2
ENSG00000155962,CLIC2
ENSG00000155974,GRIP1
ENSG00000155980,KIF5A
ENSG00000156026,MCU
ENSG00000156256,USP16
ENSG00000156273,BACH1
ENSG00000156304,SCAF4
ENSG00000156427,FGF18
ENSG00000156502,SUPV3L1
ENSG00000156639,ZFAND3
ENSG00000156671,SAMD8
ENSG00000156860,FBRS
ENSG00000156873,PHKG2
ENSG00000156976,EIF4A2
ENSG00000156983,BRPF1
ENSG00000157036,EXOG
ENSG00000157106,SMG1
ENSG00000157110,RBPMS
ENSG00000157181,ODR4
ENSG00000157315,TMED6
ENSG00000157540,DYRK1A
ENSG00000157625,TAB3
ENSG00000157764,BRAF
ENSG00000157796,WDR19
ENSG00000157800,SLC37A3
ENSG00000157881,PANK4
ENSG00000158050,DUSP2
ENSG00000158122,PRXL2C
ENSG00000158158,CNNM4
ENSG00000158201,ABHD3
ENSG00000158301,GPRASP2
ENSG00000158373,HIST1H2BD
ENSG00000158406,HIST1H4H
ENSG00000158470,B4GALT5
ENSG00000158480,SPATA2
ENSG00000158545,ZC3H18
ENSG00000158552,ZFAND2B
ENSG00000158615,PPP1R15B
ENSG00000158717,RNF166
ENSG00000158796,DEDD
ENSG00000158850,B4GALT3
ENSG00000158863,FAM160B2
ENSG00000158966,CACHD1
ENSG00000158987,RAPGEF6
ENSG00000159082,SYNJ1
ENSG00000159086,PAXBP1
ENSG00000159140,SON
ENSG00000159202,UBE2Z
ENSG00000159208,CIART
ENSG00000159214,CCDC24
ENSG00000159256,MORC3
ENSG00000159516,SPRR2G
ENSG00000159579,RSPRY1
ENSG00000159588,CCDC17
ENSG00000159592,GPBP1L1
ENSG00000159720,ATP6V0D1
ENSG00000159753,CARMIL2
ENSG00000159784,FAM131B
ENSG00000159840,ZYX
ENSG00000159873,CCDC117
ENSG00000159885,ZNF222
ENSG00000159899,NPR2
ENSG00000160087,UBE2J2
ENSG00000160161,CILP2
ENSG00000160188,RSPH1
ENSG00000160199,PKNOX1
ENSG00000160200,CBS
ENSG00000160209,PDXK
ENSG00000160282,FTCD
ENSG00000160299,PCNT
ENSG00000160305,DIP2A
ENSG00000160352,ZNF714
ENSG00000160360,GPSM1
ENSG00000160447,PKN3
ENSG00000160469,BRSK1
ENSG00000160471,COX6B2
ENSG00000160472,TMEM190
ENSG00000160551,TAOK1
ENSG00000160570,DEDD2
ENSG00000160584,SIK3
ENSG00000160613,PCSK7
ENSG00000160633,SAFB
ENSG00000160679,CHTOP
ENSG00000160695,VPS11
ENSG00000160712,IL6R
ENSG00000160741,CRTC2
ENSG00000160781,PAQR6
ENSG00000160799,CCDC12
ENSG00000160862,AZGP1
ENSG00000160886,LY6K
ENSG00000160888,IER2
ENSG00000160908,ZNF394
ENSG00000160951,PTGER1
ENSG00000160953,PWWP3A
ENSG00000160961,ZNF333
ENSG00000161011,SQSTM1
ENSG00000161091,MFSD12
ENSG00000161202,DVL3
ENSG00000161526,SAP30BP
ENSG00000161547,SRSF2
ENSG00000161594,KLHL10
ENSG00000161638,ITGA5
ENSG00000161647,MPP3
ENSG00000161681,SHANK1
ENSG00000161791,FMNL3
ENSG00000161813,LARP4
ENSG00000161835,GRASP
ENSG00000161847,RAVER1
ENSG00000161914,ZNF653
ENSG00000161996,WDR90
ENSG00000162086,ZNF75A
ENSG00000162129,CLPB
ENSG00000162139,NEU3
ENSG00000162191,UBXN1
ENSG00000162194,LBHD1
ENSG00000162231,NXF1
ENSG00000162236,STX5
ENSG00000162344,FGF19
ENSG00000162407,PLPP3
ENSG00000162413,KLHL21
ENSG00000162461,SLC25A34
ENSG00000162545,CAMK2N1
ENSG00000162572,SCNN1D
ENSG00000162576,MXRA8
ENSG00000162601,MYSM1
ENSG00000162613,FUBP1
ENSG00000162616,DNAJB4
ENSG00000162631,NTNG1
ENSG00000162642,C1orf52
ENSG00000162645,GBP2
ENSG00000162650,ATXN7L2
ENSG00000162695,SLC30A7
ENSG00000162702,ZNF281
ENSG00000162733,DDR2
ENSG00000162734,PEA15
ENSG00000162771,FAM71A
ENSG00000162772,ATF3
ENSG00000162775,RBM15
ENSG00000162783,IER5
ENSG00000162878,PKDCC
ENSG00000162885,B3GALNT2
ENSG00000162889,MAPKAPK2
ENSG00000162923,WDR26
ENSG00000162924,REL
ENSG00000162931,TRIM17
ENSG00000162998,FRZB
ENSG00000163026,WDCP
ENSG00000163041,H3F3A
ENSG00000163121,NEURL3
ENSG00000163132,MSX1
ENSG00000163161,ERCC3
ENSG00000163171,CDC42EP3
ENSG00000163202,LCE3D
ENSG00000163249,CCNYL1
ENSG00000163273,NPPC
ENSG00000163312,HELQ
ENSG00000163320,CGGBP1
ENSG00000163374,YY1AP1
ENSG00000163376,KBTBD8
ENSG00000163395,IGFN1
ENSG00000163491,NEK10
ENSG00000163497,FEV
ENSG00000163499,CRYBA2
ENSG00000163507,CIP2A
ENSG00000163510,CWC22
ENSG00000163512,AZI2
ENSG00000163558,PRKCI
ENSG00000163602,RYBP
ENSG00000163605,PPP4R2
ENSG00000163606,CD200R1
ENSG00000163608,NEPRO
ENSG00000163625,WDFY3
ENSG00000163636,PSMD6
ENSG00000163659,TIPARP
ENSG00000163660,CCNL1
ENSG00000163702,IL17RC
ENSG00000163703,CRELD1
ENSG00000163719,MTMR14
ENSG00000163734,CXCL3
ENSG00000163739,CXCL1
ENSG00000163743,RCHY1
ENSG00000163806,SPDYA
ENSG00000163817,SLC6A20
ENSG00000163874,ZC3H12A
ENSG00000163877,SNIP1
ENSG00000163884,KLF15
ENSG00000163932,PRKCD
ENSG00000163935,SFMBT1
ENSG00000163945,UVSSA
ENSG00000163960,UBXN7
ENSG00000163975,MELTF
ENSG00000163993,S100P
ENSG00000164022,AIMP1
ENSG00000164023,SGMS2
ENSG00000164032,H2AFZ
ENSG00000164080,RAD54L2
ENSG00000164190,NIPBL
ENSG00000164236,ANKRD33B
ENSG00000164309,CMYA5
ENSG00000164327,RICTOR
ENSG00000164404,GDF9
ENSG00000164430,CGAS
ENSG00000164463,CREBRF
ENSG00000164484,TMEM200A
ENSG00000164509,IL31RA
ENSG00000164535,DAGLB
ENSG00000164542,KIAA0895
ENSG00000164548,TRA2A
ENSG00000164609,SLU7
ENSG00000164663,USP49
ENSG00000164715,LMTK2
ENSG00000164776,PHKG1
ENSG00000164794,KCNV1
ENSG00000164828,SUN1
ENSG00000164849,GPR146
ENSG00000164850,GPER1
ENSG00000164877,MICALL2
ENSG00000164949,GEM
ENSG00000165030,NFIL3
ENSG00000165113,GKAP1
ENSG00000165195,PIGA
ENSG00000165219,GAPVD1
ENSG00000165338,HECTD2
ENSG00000165359,INTS6L
ENSG00000165458,INPPL1
ENSG00000165494,PCF11
ENSG00000165521,EML5
ENSG00000165526,RPUSD4
ENSG00000165555,NOXRED1
ENSG00000165626,BEND7
ENSG00000165661,QSOX2
ENSG00000165684,SNAPC4
ENSG00000165699,TSC1
ENSG00000165782,PIP4P1
ENSG00000165799,RNASE7
ENSG00000165801,ARHGEF40
ENSG00000165804,ZNF219
ENSG00000165813,CCDC186
ENSG00000165861,ZFYVE1
ENSG00000165915,SLC39A13
ENSG00000165917,RAPSN
ENSG00000166012,TAF1D
ENSG00000166037,CEP57
ENSG00000166068,SPRED1
ENSG00000166073,GPR176
ENSG00000166128,RAB8B
ENSG00000166173,LARP6
ENSG00000166225,FRS2
ENSG00000166257,SCN3B
ENSG00000166313,APBB1
ENSG00000166326,TRIM44
ENSG00000166340,TPP1
ENSG00000166343,MSS51
ENSG00000166439,RNF169
ENSG00000166446,CDYL2
ENSG00000166455,C16orf46
ENSG00000166478,ZNF143
ENSG00000166484,MAPK7
ENSG00000166508,MCM7
ENSG00000166532,RIMKLB
ENSG00000166592,RRAD
ENSG00000166716,ZNF592
ENSG00000166747,AP1G1
ENSG00000166762,CATSPER2
ENSG00000166793,YPEL4
ENSG00000166813,KIF7
ENSG00000166848,TERF2IP
ENSG00000166889,PATL1
ENSG00000166900,STX3
ENSG00000166925,TSC22D4
ENSG00000166986,MARS
ENSG00000166987,MBD6
ENSG00000167074,TEF
ENSG00000167110,GOLGA2
ENSG00000167182,SP2
ENSG00000167232,ZNF91
ENSG00000167258,CDK12
ENSG00000167280,ENGASE
ENSG00000167302,TEPSIN
ENSG00000167378,IRGQ
ENSG00000167380,ZNF226
ENSG00000167528,ZNF641
ENSG00000167548,KMT2D
ENSG00000167555,ZNF528
ENSG00000167562,ZNF701
ENSG00000167565,SERTAD3
ENSG00000167566,NCKAP5L
ENSG00000167588,GPD1
ENSG00000167595,PROSER3
ENSG00000167601,AXL
ENSG00000167604,NFKBID
ENSG00000167615,LENG8
ENSG00000167653,PSCA
ENSG00000167680,SEMA6B
ENSG00000167685,ZNF444
ENSG00000167716,WDR81
ENSG00000167723,TRPV3
ENSG00000167755,KLK6
ENSG00000167766,ZNF83
ENSG00000167772,ANGPTL4
ENSG00000167785,ZNF558
ENSG00000167861,HID1
ENSG00000167874,TMEM88
ENSG00000167967,E4F1
ENSG00000167978,SRRM2
ENSG00000168003,SLC3A2
ENSG00000168005,SPINDOC
ENSG00000168036,CTNNB1
ENSG00000168066,SF1
ENSG00000168137,SETD5
ENSG00000168148,HIST3H3
ENSG00000168259,DNAJC7
ENSG00000168283,BMI1
ENSG00000168298,HIST1H1E
ENSG00000168389,MFSD2A
ENSG00000168397,ATG4B
ENSG00000168439,STIP1
ENSG00000168477,TNXB
ENSG00000168488,ATXN2L
ENSG00000168517,HEXIM2
ENSG00000168679,SLC16A4
ENSG00000168703,WFDC12
ENSG00000168710,AHCYL1
ENSG00000168758,SEMA4C
ENSG00000168769,TET2
ENSG00000168781,PPIP5K1
ENSG00000168795,ZBTB5
ENSG00000168813,ZNF507
ENSG00000168876,ANKRD49
ENSG00000168906,MAT2A
ENSG00000168916,ZNF608
ENSG00000168917,SLC35G2
ENSG00000169016,E2F6
ENSG00000169045,HNRNPH1
ENSG00000169057,MECP2
ENSG00000169071,ROR2
ENSG00000169087,HSPBAP1
ENSG00000169093,ASMTL
ENSG00000169155,ZBTB43
ENSG00000169180,XPO6
ENSG00000169213,RAB3B
ENSG00000169246,NPIPB3
ENSG00000169429,CXCL8
ENSG00000169509,CRCT1
ENSG00000169592,INO80E
ENSG00000169635,HIC2
ENSG00000169896,ITGAM
ENSG00000169905,TOR1AIP2
ENSG00000169908,TM4SF1
ENSG00000169914,OTUD3
ENSG00000169951,ZNF764
ENSG00000169955,ZNF747
ENSG00000169964,TMEM42
ENSG00000169992,NLGN2
ENSG00000170004,CHD3
ENSG00000170037,CNTROB
ENSG00000170175,CHRNB1
ENSG00000170260,ZNF212
ENSG00000170315,UBB
ENSG00000170322,NFRKB
ENSG00000170345,FOS
ENSG00000170412,GPRC5C
ENSG00000170525,PFKFB3
ENSG00000170537,TMC7
ENSG00000170540,ARL6IP1
ENSG00000170542,SERPINB9
ENSG00000170606,HSPA4
ENSG00000170681,CAVIN4
ENSG00000170801,HTRA3
ENSG00000170846,AC093323.1
ENSG00000170852,KBTBD2
ENSG00000170871,KIAA0232
ENSG00000170919,TPT1-AS1
ENSG00000171044,XKR6
ENSG00000171097,KYAT1
ENSG00000171150,SOCS5
ENSG00000171163,ZNF692
ENSG00000171169,NAIF1
ENSG00000171223,JUNB
ENSG00000171246,NPTX1
ENSG00000171448,ZBTB26
ENSG00000171456,ASXL1
ENSG00000171467,ZNF318
ENSG00000171475,WIPF2
ENSG00000171497,PPID
ENSG00000171587,DSCAM
ENSG00000171606,ZNF274
ENSG00000171608,PIK3CD
ENSG00000171634,BPTF
ENSG00000171681,ATF7IP
ENSG00000171747,LGALS4
ENSG00000171786,NHLH1
ENSG00000171823,FBXL14
ENSG00000171903,CYP4F11
ENSG00000171988,JMJD1C
ENSG00000172005,MAL
ENSG00000172037,LAMB2
ENSG00000172046,USP19
ENSG00000172059,KLF11
ENSG00000172155,LCE1D
ENSG00000172183,ISG20
ENSG00000172273,HINFP
ENSG00000172361,CFAP53
ENSG00000172425,TTC36
ENSG00000172432,GTPBP2
ENSG00000172466,ZNF24
ENSG00000172530,BANP
ENSG00000172534,HCFC1
ENSG00000172602,RND1
ENSG00000172613,RAD9A
ENSG00000172638,EFEMP2
ENSG00000172661,WASHC2C
ENSG00000172738,TMEM217
ENSG00000172766,NAA16
ENSG00000172888,ZNF621
ENSG00000172901,LVRN
ENSG00000172943,PHF8
ENSG00000172965,MIR4435-2HG
ENSG00000172977,KAT5
ENSG00000173039,RELA
ENSG00000173040,EVC2
ENSG00000173064,HECTD4
ENSG00000173110,HSPA6
ENSG00000173145,NOC3L
ENSG00000173166,RAPH1
ENSG00000173193,PARP14
ENSG00000173264,GPR137
ENSG00000173269,MMRN2
ENSG00000173273,TNKS
ENSG00000173276,ZBTB21
ENSG00000173334,TRIB1
ENSG00000173431,RNASE8
ENSG00000173451,THAP2
ENSG00000173517,PEAK1
ENSG00000173530,TNFRSF10D
ENSG00000173542,MOB1B
ENSG00000173559,NABP1
ENSG00000173575,CHD2
ENSG00000173598,NUDT4
ENSG00000173621,LRFN4
ENSG00000173653,RCE1
ENSG00000173805,HAP1
ENSG00000173818,ENDOV
ENSG00000173825,TIGD3
ENSG00000173889,PHC3
ENSG00000173933,RBM4
ENSG00000173991,TCAP
ENSG00000174010,KLHL15
ENSG00000174038,C9orf131
ENSG00000174106,LEMD3
ENSG00000174233,ADCY6
ENSG00000174405,LIG4
ENSG00000174437,ATP2A2
ENSG00000174485,DENND4A
ENSG00000174529,TMEM81
ENSG00000174574,AKIRIN1
ENSG00000174579,MSL2
ENSG00000174652,ZNF266
ENSG00000174718,RESF1
ENSG00000174738,NR1D2
ENSG00000174799,CEP135
ENSG00000174871,CNIH2
ENSG00000174939,ASPHD1
ENSG00000174943,KCTD13
ENSG00000174953,DHX36
ENSG00000174996,KLC2
ENSG00000175003,SLC22A1
ENSG00000175073,VCPIP1
ENSG00000175105,ZNF654
ENSG00000175106,TVP23C
ENSG00000175166,PSMD2
ENSG00000175183,CSRP2
ENSG00000175197,DDIT3
ENSG00000175224,ATG13
ENSG00000175265,GOLGA8A
ENSG00000175315,CST6
ENSG00000175352,NRIP3
ENSG00000175470,PPP2R2D
ENSG00000175505,CLCF1
ENSG00000175592,FOSL1
ENSG00000175691,ZNF77
ENSG00000175866,BAIAP2
ENSG00000175895,PLEKHF2
ENSG00000176018,LYSMD3
ENSG00000176076,KCNE5
ENSG00000176095,IP6K1
ENSG00000176170,SPHK1
ENSG00000176236,RPP38-DT
ENSG00000176386,CDC26
ENSG00000176428,VPS37D
ENSG00000176438,SYNE3
ENSG00000176542,USF3
ENSG00000176593,AC008969.1
ENSG00000176624,MEX3C
ENSG00000176840,MIR7-3HG
ENSG00000176915,ANKLE2
ENSG00000176994,SMCR8
ENSG00000177000,MTHFR
ENSG00000177042,TMEM80
ENSG00000177082,WDR73
ENSG00000177125,ZBTB34
ENSG00000177169,ULK1
ENSG00000177283,FZD8
ENSG00000177463,NR2C2
ENSG00000177479,ARIH2
ENSG00000177595,PIDD1
ENSG00000177606,JUN
ENSG00000177666,PNPLA2
ENSG00000177675,CD163L1
ENSG00000177688,SUMO4
ENSG00000177822,TENM3-AS1
ENSG00000178093,TSSK6
ENSG00000178096,BOLA1
ENSG00000178107,AL161668.1
ENSG00000178163,ZNF518B
ENSG00000178229,ZNF543
ENSG00000178252,WDR6
ENSG00000178381,ZFAND2A
ENSG00000178467,P4HTM
ENSG00000178498,DTX3
ENSG00000178502,KLHL11
ENSG00000178607,ERN1
ENSG00000178623,GPR35
ENSG00000178691,SUZ12
ENSG00000178773,CPNE7
ENSG00000178913,TAF7
ENSG00000178917,ZNF852
ENSG00000178950,GAK
ENSG00000178977,LINC00324
ENSG00000178980,SELENOW
ENSG00000179029,TMEM107
ENSG00000179046,TRIML2
ENSG00000179094,PER1
ENSG00000179134,SAMD4B
ENSG00000179141,MTUS2-AS1
ENSG00000179148,ALOXE3
ENSG00000179331,RAB39A
ENSG00000179335,CLK3
ENSG00000179361,ARID3B
ENSG00000179406,LINC00174
ENSG00000179456,ZBTB18
ENSG00000179523,EIF3J-DT
ENSG00000179532,DNHD1
ENSG00000179598,PLD6
ENSG00000179674,ARL14
ENSG00000179743,AL450998.2
ENSG00000179750,APOBEC3B
ENSG00000179818,PCBP1-AS1
ENSG00000179832,MROH1
ENSG00000179889,PDXDC1
ENSG00000179950,PUF60
ENSG00000180008,SOCS4
ENSG00000180043,FAM71E2
ENSG00000180071,ANKRD18A
ENSG00000180089,TMEM86B
ENSG00000180098,TRNAU1AP
ENSG00000180104,EXOC3
ENSG00000180304,OAZ2
ENSG00000180357,ZNF609
ENSG00000180448,ARHGAP45
ENSG00000180530,NRIP1
ENSG00000180573,HIST1H2AC
ENSG00000180596,HIST1H2BC
ENSG00000180628,PCGF5
ENSG00000180667,YOD1
ENSG00000180787,ZFP3
ENSG00000180914,OXTR
ENSG00000180957,PITPNB
ENSG00000181016,LSMEM1
ENSG00000181026,AEN
ENSG00000181045,SLC26A11
ENSG00000181218,HIST3H2A
ENSG00000181220,ZNF746
ENSG00000181264,TLCD5
ENSG00000181323,SPEM1
ENSG00000181404,WASHC1
ENSG00000181450,ZNF678
ENSG00000181472,ZBTB2
ENSG00000181555,SETD2
ENSG00000181649,PHLDA2
ENSG00000181652,ATG9B
ENSG00000181690,PLAG1
ENSG00000181773,GPR3
ENSG00000181827,RFX7
